inclination_EM log10_E0 thetaCore alphaWing log10_n0 p log10_epsilon_e log10_epsilon_B luminosity_distance redshift timeshift log_likelihood log_prior
0.14461543345128877 54.415539683204805 0.13110899304512186 3.2865846585111718 -1.642896647529799 2.502664262742498 -2.130502779023219 -3.9692586408696213 40.0 0.0 0.0 75.56904284975975 -8.920050951128449
0.14392919224280828 54.3003887413874 0.14144074635888537 3.1477237940035994 -1.6209359514531663 2.487777509539105 -2.1301710095766753 -3.8834112845928406 40.0 0.0 0.0 75.737106327861 -8.920050951128449
0.19992459081995972 54.34645659800919 0.15018442062811632 2.9101705614479436 -0.9380364146630917 2.5102662147224395 -1.951243414282171 -4.3782565589786815 40.0 0.0 0.0 76.73499105836828 -8.920050951128449
0.16657891232450728 54.324053481171724 0.1373161136222779 2.463498960003316 -1.444261487318263 2.493110687388763 -2.0508832682016083 -4.0136668530294495 40.0 0.0 0.0 77.02541373306461 -8.920050951128449
0.17404756546067413 54.29536149937869 0.14437865524335897 2.2767930300535624 -1.2846723755867986 2.4862432786516986 -2.041235206476843 -4.093090781137482 40.0 0.0 0.0 77.04536915895513 -8.920050951128449
0.16205220442997673 54.422365228190316 0.13731009131208372 2.7770024423459025 -1.3881597362704516 2.4988080952353946 -2.127158147175286 -4.085774712306623 40.0 0.0 0.0 77.06202489837366 -8.920050951128449
0.14189166616499363 54.44824978576368 0.12859825348799586 2.755946515194567 -1.697347294124281 2.493845481240665 -2.1983073646952964 -3.9012135306896516 40.0 0.0 0.0 77.58125726241693 -8.920050951128449
0.19127674306423376 54.37377861065821 0.14354969145029436 2.686666615281696 -1.0232995143935142 2.499682573736671 -1.992415701604041 -4.327676661121667 40.0 0.0 0.0 77.81124919253232 -8.920050951128449
0.16384685926108514 54.40871428672916 0.14160562302405977 3.174028849954253 -1.3078087926120938 2.5065541678831997 -2.0689177717027865 -4.202334815570696 40.0 0.0 0.0 77.98214402737085 -8.920050951128449
0.18591109827035027 54.27853083467716 0.1451081948307898 2.636565732341929 -1.185890107704994 2.502770923519257 -1.9454235261977133 -4.195779458434242 40.0 0.0 0.0 78.29783842084727 -8.920050951128449
0.19939406554908612 54.43512306047882 0.1525660969009021 2.536188954873837 -0.7836796778213344 2.5023407147889754 -2.0217972070233263 -4.507797459287244 40.0 0.0 0.0 78.41009456207792 -8.920050951128449
0.16366199004834972 54.42297992430919 0.12802117536967422 2.5567076940607194 -1.4608332523387197 2.4953106311234077 -2.0795658209232943 -4.064269572800519 40.0 0.0 0.0 78.41656429330226 -8.920050951128449
0.17157489167325587 54.47437012654581 0.13190533101362206 2.436684854028293 -1.3063089663044476 2.5059637925492733 -2.07909165845515 -4.1909645529223605 40.0 0.0 0.0 78.42300449879785 -8.920050951128449
0.17483550501105344 54.49888751803731 0.13259316959459222 2.815755211775616 -1.1831585245659682 2.509352387562446 -2.0550939392056464 -4.310983059059732 40.0 0.0 0.0 78.4704710561224 -8.920050951128449
0.19689885859795467 54.45700135432317 0.14675624426873704 2.669529807358562 -0.8612040928193334 2.5085274403703046 -2.0167003814230764 -4.48320680517214 40.0 0.0 0.0 78.87986301320929 -8.920050951128449
0.18097573981735313 54.46341199403099 0.13912598683828659 2.195745613541676 -1.110603215291027 2.4995759898911634 -2.0759452408470915 -4.289759810250976 40.0 0.0 0.0 78.9412056071166 -8.920050951128449
0.18458493564471307 54.41624438719233 0.14377985786937936 2.276939028749312 -1.0979008336249914 2.513516693772493 -1.9957890912703373 -4.359684459381789 40.0 0.0 0.0 78.943309532283 -8.920050951128449
0.16708059305816414 54.34504463881418 0.143222806961651 3.0322454872735634 -1.3185401832665473 2.4963560662471296 -2.0539149759559026 -4.135100817181096 40.0 0.0 0.0 79.05670421843364 -8.920050951128449
0.14492053382905215 54.44870839027472 0.13105349015257223 3.1000495719270984 -1.6265597888955474 2.5009529371580244 -2.166390086834989 -3.983061418607563 40.0 0.0 0.0 79.06995563107367 -8.920050951128449
0.1658454416544476 54.43509848188737 0.14345636699039477 2.108981137022129 -1.283519382312189 2.5009352983175317 -2.107084870367559 -4.202185814855983 40.0 0.0 0.0 79.09268140091496 -8.920050951128449
0.1716132154398978 54.29195640489978 0.1439780359236946 3.087530569267879 -1.3402796496695446 2.5010920974306514 -2.0124560940725127 -4.094143207296124 40.0 0.0 0.0 79.10686900165476 -8.920050951128449
0.16613299556330757 54.43694413222109 0.13278705667340243 2.687795023750753 -1.3393441593261066 2.4915492745223653 -2.1145160761015367 -4.12125743807735 40.0 0.0 0.0 79.11855475926907 -8.920050951128449
0.1888297600329878 54.36171908420462 0.14459227219904144 2.7354479881693066 -1.0736750766613987 2.501524204222907 -2.008345407892193 -4.272520886826074 40.0 0.0 0.0 79.12117776424728 -8.920050951128449
0.19273235967620594 54.33554609916714 0.14447409703218123 2.4511043684100886 -1.0700531804023168 2.5065335838665894 -1.9461468945348233 -4.299125502072931 40.0 0.0 0.0 79.19433198279467 -8.920050951128449
0.20235595791088187 54.308564790352115 0.15466848863959234 2.3793677830420235 -0.8922798175845781 2.5063332913540806 -1.936280930310354 -4.393322631804877 40.0 0.0 0.0 79.21592108938938 -8.920050951128449
0.18302286569579587 54.437782545823836 0.14305962433638164 2.528172734698558 -1.0928687941723823 2.50004545907854 -2.079393238560577 -4.285356906732176 40.0 0.0 0.0 79.25856029513444 -8.920050951128449
0.15056189692849808 54.44374587345433 0.12527127778816957 3.0173612176146656 -1.6296780482680076 2.5063874117343468 -2.103442618755224 -3.99949507928058 40.0 0.0 0.0 79.37234851936327 -8.920050951128449
0.1803185579842007 54.430068541510025 0.13370765102009427 3.3075769282870793 -1.1808663064104499 2.5053017037042156 -2.008898135632021 -4.275190116509028 40.0 0.0 0.0 79.42106317350442 -8.920050951128449
0.18146863507809674 54.5305778061513 0.13538889684269367 2.9923589504709738 -1.065510480919058 2.5033698029351132 -2.095215656606606 -4.354939226503056 40.0 0.0 0.0 79.45681812481797 -8.920050951128449
0.18053239395907486 54.516842177268025 0.14719480125685622 2.4453482368143837 -0.9829667260530606 2.499103873784021 -2.137349216452047 -4.405241200723545 40.0 0.0 0.0 79.5000328194156 -8.920050951128449
0.2038606456676756 54.41429054724308 0.15253096191326038 2.8800114135882637 -0.778465668451692 2.5030416711480608 -2.0138366443673936 -4.47072704209012 40.0 0.0 0.0 79.5587613143328 -8.920050951128449
0.16840642079359822 54.43961538024883 0.1309059250580721 2.518684230601745 -1.3345381817919577 2.5006476076740713 -2.059753922639661 -4.1676745482561754 40.0 0.0 0.0 79.56973079616762 -8.920050951128449
0.17536025549392997 54.31874806286065 0.144843883655537 2.086377840482359 -1.2922710378582192 2.4897107456786993 -2.047789146313511 -4.098427938408598 40.0 0.0 0.0 79.58958481422796 -8.920050951128449
0.16241268999608494 54.30194105380779 0.14319573914211853 2.4167094189098837 -1.44003715315508 2.4994839381205094 -2.0426994348289327 -4.047865284233361 40.0 0.0 0.0 79.64731051734134 -8.920050951128449
0.16796385836770308 54.3626394991498 0.14308376681895976 2.86885228747077 -1.318595411229519 2.4925587226693335 -2.1021541883818617 -4.086136488500742 40.0 0.0 0.0 79.64899836951545 -8.920050951128449
0.16020545557381596 54.31802217104822 0.13734628090787865 2.717101917732927 -1.4681429954825465 2.488336863398 -2.0758389328510005 -3.990825588140612 40.0 0.0 0.0 79.80520465652751 -8.920050951128449
0.17309322351367754 54.50856924117333 0.13378569810040172 3.095516917438886 -1.2057986317730043 2.508462106117722 -2.0892449300125615 -4.277794900749166 40.0 0.0 0.0 79.83215459467121 -8.920050951128449
