    0.286946608379318839E-01    0.518106310063206905E+02    0.439429506328339395E-01    0.169061489041118085E+01   -0.580502796932967335E+01    0.209779484318102272E+01   -0.148012292538648715E+01   -0.537775466268641011E+01    0.345681967222220998E+00   -0.553736297773989694E+01
    0.119572991687070210E+00    0.497230440892842367E+02    0.763092440931829180E-01    0.289174357979511454E+01   -0.422758919802682520E+01    0.210268473513832221E+01   -0.182193530969042783E+01   -0.177974765088042730E+01    0.308992786454062140E+00   -0.474309225216033781E+01
    0.175144963735231557E+00    0.503406101786383218E+02    0.105863198135401779E+00    0.298125075378980897E+01   -0.281188335101454179E+01    0.215549703676669768E+01   -0.125259953812743596E+01   -0.455041608180585389E+01    0.322411607840279446E+00   -0.436431075323929374E+01
    0.771862556272875505E-01    0.502074569883988744E+02    0.523179887089093437E-01    0.294779752829268071E+01   -0.563807895595179343E+01    0.211761908927575027E+01   -0.154389674379191977E+01   -0.221962644635269601E+01    0.343927496483711015E+00   -0.420554808429067251E+01
    0.118785264501116844E+00    0.514083696123393352E+02    0.694540308245515103E-01    0.258453899987440172E+01   -0.299916066058905573E+01    0.212115118506112443E+01   -0.828001129137489134E+00   -0.667962982165245922E+01    0.362735580842353633E+00   -0.395649674633194604E+01
    0.191757965209760906E+00    0.508313341731762804E+02    0.983783990343845560E-01    0.258111619268920034E+01   -0.194843156021489516E+01    0.214639388746755166E+01   -0.869134835323308153E+00   -0.616671354152305895E+01    0.306028935804815327E+00   -0.343742105359109473E+01
    0.156596464487422982E+00    0.501452846376239307E+02    0.792296448669022324E-01    0.260369270530184682E+01   -0.339790481912190190E+01    0.213029160990023625E+01   -0.144704690566225169E+01   -0.326541966263764838E+01    0.349259904529769516E+00   -0.342377225816473185E+01
    0.858251803136384217E-01    0.495525295297742758E+02    0.600478145009689865E-01    0.251364398871029371E+01   -0.591779238366370475E+01    0.208022143094829115E+01   -0.213438124432056897E+01   -0.157311410428505383E+00    0.321761831982640967E+00   -0.338949468311272373E+01
    0.138928279777400354E+00    0.494014128624626849E+02    0.933284713420175910E-01    0.292551657930071363E+01   -0.413373949500527349E+01    0.209556114187819587E+01   -0.153479292337118167E+01   -0.176724807449364363E+01    0.304555129309584338E+00   -0.316502754045118806E+01
    0.889405249559904049E-01    0.499269377091243740E+02    0.601810136211650901E-01    0.235319445428873220E+01   -0.553925586510075352E+01    0.215365058749136340E+01   -0.171091119082341958E+01   -0.159718107274655186E+01    0.333192591951561645E+00   -0.315579177285489676E+01
    0.134932350068825646E+00    0.511897818898502024E+02    0.719242001992634605E-01    0.298611826654493262E+01   -0.261854825894048338E+01    0.211432391719928603E+01   -0.146146610035479352E+01   -0.550432378829367863E+01    0.302285662781479947E+00   -0.305002441463651097E+01
    0.159350445631961324E+00    0.512929586856772772E+02    0.792040234441621083E-01    0.284375947445047661E+01   -0.207454016467708069E+01    0.212805843685821072E+01   -0.923792532803648037E+00   -0.666315350845768251E+01    0.325531817192214856E+00   -0.299539096014812101E+01
    0.141589138733094394E+00    0.505118171123235555E+02    0.884707681563766946E-01    0.330853404247268923E+01   -0.328285449839776167E+01    0.213230512461620858E+01   -0.114038669250900337E+01   -0.476668959766067424E+01    0.317488168775082513E+00   -0.297875284755056580E+01
    0.126776380308502440E+00    0.518375403301537929E+02    0.711245383097174055E-01    0.217745898998832432E+01   -0.253855629549519790E+01    0.216620668845621100E+01   -0.888021722312461570E+00   -0.753887699866535588E+01    0.318222934817232850E+00   -0.270132800491296532E+01
    0.183168800689640893E+00    0.505311391413431750E+02    0.115502432190327756E+00    0.263663292940376737E+01   -0.238412125491765226E+01    0.213611336742175473E+01   -0.100489089789761099E+01   -0.556092123071380939E+01    0.303405687042475392E+00   -0.261716742843545624E+01
    0.139392215687228815E+00    0.499440292484256716E+02    0.939522400238557154E-01    0.162319239490811973E+01   -0.370401217945080186E+01    0.212298651497208901E+01   -0.160496331259705283E+01   -0.279223676892350259E+01    0.334163065303000884E+00   -0.261017159580619795E+01
    0.178173773124588819E+00    0.498064453112437207E+02    0.109383869428483826E+00    0.300675246225823445E+01   -0.315757283609652584E+01    0.210754064794551654E+01   -0.126026775373971445E+01   -0.340334989852659309E+01    0.315458095026816820E+00   -0.251513291412426332E+01
    0.151486901113035921E+00    0.499212784882686904E+02    0.939291448779950022E-01    0.302585703394568872E+01   -0.342969098842935560E+01    0.211941745484109534E+01   -0.148339441256504445E+01   -0.308706884395820413E+01    0.318032719706743072E+00   -0.251170786654251899E+01
    0.838402891508656933E-01    0.494204571194499351E+02    0.696484942530368606E-01    0.204080979735644119E+01   -0.581153766330132981E+01    0.212011722779563749E+01   -0.180169084175123029E+01   -0.681338814165461493E+00    0.317891779202700231E+00   -0.249676326630537604E+01
    0.151512690526886373E+00    0.499337452104202200E+02    0.862655696659107712E-01    0.305687973081957542E+01   -0.355208442267068270E+01    0.212674165150790007E+01   -0.177514072363007047E+01   -0.257551517863096713E+01    0.306008761123736706E+00   -0.247121608377257829E+01
    0.110501991579996323E+00    0.497905519450370022E+02    0.573523231067797970E-01    0.295573154992274167E+01   -0.493545352006908189E+01    0.211672049411228702E+01   -0.184196392629885830E+01   -0.115341600107104725E+01    0.338634735868706960E+00   -0.235238735125999820E+01
    0.144275725580621378E+00    0.512447787482512069E+02    0.924189283584817972E-01    0.301953860727358547E+01   -0.233085389078614380E+01    0.211364645871122026E+01   -0.913211311132434922E+00   -0.688813520470153851E+01    0.323302458289385364E+00   -0.205096644720340704E+01
    0.861992565673583705E-01    0.505624377190885710E+02    0.608333592002962067E-01    0.297255979340264220E+01   -0.467630587601572678E+01    0.209448801996629230E+01   -0.163027347816882928E+01   -0.332023440635098943E+01    0.316310712934153360E+00   -0.190957096382087776E+01
    0.732408183218146297E-01    0.507651376911880234E+02    0.477378001939986543E-01    0.307398562020498067E+01   -0.516325831830462612E+01    0.211249150886295700E+01   -0.163090312216617894E+01   -0.330770233577746176E+01    0.338833211725960148E+00   -0.184967024190868878E+01
    0.116252503428946038E+00    0.499751873731848519E+02    0.689650598063859810E-01    0.275422726456130507E+01   -0.429689162147951720E+01    0.210937083366448430E+01   -0.140640896004509397E+01   -0.265501089576316218E+01    0.325447200394934133E+00   -0.181201179139035684E+01
    0.159703598000155683E+00    0.495391577325239609E+02    0.833451631418253985E-01    0.264492423673949384E+01   -0.391853928831343845E+01    0.215058408343850438E+01   -0.183630943783422484E+01   -0.144483440265655716E+01    0.328823011210275240E+00   -0.174352362292233609E+01
    0.996310745963706196E-01    0.509786628662442070E+02    0.655428794631002787E-01    0.164094957563968102E+01   -0.417972335389874949E+01    0.212780741102438453E+01   -0.117802337985312988E+01   -0.494185704164652506E+01    0.331234204446024250E+00   -0.171286751402486148E+01
    0.110513088722995798E+00    0.498251998297975973E+02    0.587318755356564803E-01    0.319571156084355090E+01   -0.472388746275491300E+01    0.213307569628524218E+01   -0.195422216147862970E+01   -0.122459427858124492E+01    0.310807836902207368E+00   -0.161361356030448699E+01
    0.107975255214401655E+00    0.512582585894317759E+02    0.639752127924450575E-01    0.306785769840401334E+01   -0.345421815488024953E+01    0.212561839996173685E+01   -0.130597727111644346E+01   -0.542964629034340085E+01    0.308910125074570219E+00   -0.153665448687044903E+01
    0.483528583498361170E-01    0.518995647770126425E+02    0.497806697294089356E-01    0.229333361190781559E+01   -0.468715872896061647E+01    0.214303821113860282E+01   -0.832954397698582483E+00   -0.695098183048244689E+01    0.311258288755151824E+00   -0.149287044410129188E+01
    0.866341543230426114E-01    0.502937638992756462E+02    0.547475763451401656E-01    0.339318535168719437E+01   -0.521068940706262396E+01    0.213242566322740190E+01   -0.213340264723361184E+01   -0.166282696494215010E+01    0.309051436378370736E+00   -0.148277578050934955E+01
    0.162648450979720527E+00    0.500552809578270939E+02    0.928897658167057577E-01    0.238429462047846030E+01   -0.322727283528691089E+01    0.211108326332439233E+01   -0.158485649674299811E+01   -0.323172249634524711E+01    0.307287149013629468E+00   -0.147257617990303635E+01
    0.897859970835769988E-01    0.514176604206771728E+02    0.527074165071210674E-01    0.260234782953198618E+01   -0.400983508138113454E+01    0.213188032789995718E+01   -0.122727676916208139E+01   -0.560242022121624395E+01    0.301889309046815935E+00   -0.141524996226939037E+01
    0.525383302382326986E-01    0.512307330313005025E+02    0.416258539722294957E-01    0.320788679415254574E+01   -0.562188214474680770E+01    0.213474488549963004E+01   -0.162863352126890426E+01   -0.393291139940886847E+01    0.332027923109101342E+00   -0.141455979891175776E+01
    0.116333584677461799E+00    0.496370323555339752E+02    0.639267955051231879E-01    0.292118890181129753E+01   -0.489911040702869016E+01    0.211114994649663457E+01   -0.208011035312001891E+01   -0.672933167432612223E+00    0.338648168071183031E+00   -0.128381943275305810E+01
    0.119102062187165736E+00    0.498751015156941833E+02    0.719852908289515814E-01    0.267024359201866934E+01   -0.451299361179266700E+01    0.209928001652706397E+01   -0.165170854801494826E+01   -0.211978743245366363E+01    0.306017747023760389E+00   -0.122448133923313307E+01
    0.113390617714042310E+00    0.506488392294154153E+02    0.672181280337783155E-01    0.273640030285286828E+01   -0.406348363255443701E+01    0.216445337983570596E+01   -0.143697587579535302E+01   -0.389402038329515854E+01    0.320742107944804178E+00   -0.116628119865903868E+01
    0.882151535566443740E-01    0.511160632432676891E+02    0.555930760010590330E-01    0.267140042906878339E+01   -0.407235926154857619E+01    0.212447456036006121E+01   -0.124231071205065691E+01   -0.495445083418684540E+01    0.310352242379064447E+00   -0.115619733515556256E+01
    0.165913318724330183E+00    0.492168014558963307E+02    0.107039254705733167E+00    0.220263745004955291E+01   -0.393237489524150829E+01    0.211770009275160298E+01   -0.174787620210037220E+01   -0.131969732779212556E+01    0.312625780418703758E+00   -0.113367417357495448E+01
    0.781296292424557282E-01    0.501833112215873456E+02    0.432528629850024160E-01    0.312078992070593708E+01   -0.578695043522646468E+01    0.213497052824403521E+01   -0.227523044682388331E+01   -0.755205041209312533E+00    0.312281608232449881E+00   -0.112128448608325382E+01
    0.874138741429131422E-01    0.505296373793774904E+02    0.584755793148018718E-01    0.252986262894611347E+01   -0.504746559418113616E+01    0.211857680066574794E+01   -0.179886912171888680E+01   -0.281230949568251365E+01    0.318691881750293171E+00   -0.108495578200290987E+01
    0.154234246564134203E+00    0.504711293863330539E+02    0.977347191947452731E-01    0.201906237407841482E+01   -0.308214730897024625E+01    0.212186457828698716E+01   -0.105939211873088901E+01   -0.488519734009020112E+01    0.307455942199393539E+00   -0.106424124575889567E+01
    0.896146318622416671E-01    0.508957071681670925E+02    0.776794582262708005E-01    0.178683218318373371E+01   -0.411779560364447228E+01    0.211067559973375207E+01   -0.109672764572501791E+01   -0.527116262298524063E+01    0.314369008455594956E+00   -0.992962860361008781E+00
    0.883829131687893788E-01    0.514962090323144324E+02    0.531050582909213462E-01    0.296390866895240634E+01   -0.384104683914410705E+01    0.212103376123689857E+01   -0.141505016212593393E+01   -0.548353681900618461E+01    0.334322504172500923E+00   -0.985864267124154647E+00
