inclination_EM log10_E0 thetaCore alphaWing log10_n0 p log10_epsilon_e log10_epsilon_B em_syserr luminosity_distance redshift timeshift log_likelihood log_prior
0.4196219869773147 56.07136331814068 0.5879240745955407 1.893160393228767 -5.151612954443432 2.0869997375238176 -2.417930591836443 -1.8487549284442677 0.3482084727511797 40.0 0.0 0.0 -2.5013016568188924 -8.562426790222382
0.24391108013618365 55.90033890257821 0.2478344340783969 2.7307950614051135 -3.547027219313085 2.1222143771928788 -2.241556810397725 -2.7145718926857905 0.35427253215823495 40.0 0.0 0.0 1.9177981347518438 -8.562426790222382
0.4045597416023059 56.31734296679079 0.4337839509387302 2.3616163090112283 -5.306346859485992 2.1100137800384275 -2.6664104449356736 -1.744850149901315 0.34610156131773795 40.0 0.0 0.0 1.9800211532017167 -8.562426790222382
0.16572389926812645 56.32381858380675 0.18770006273590312 1.0541867720260913 -4.425814242637884 2.1184756728733345 -2.4201305144664884 -2.7484399236511408 0.31295683736812463 40.0 0.0 0.0 2.0121020270398025 -8.562426790222382
0.17248929619530354 55.58083528416006 0.44200091394468816 2.2647836869024682 -2.9373268447897996 2.1674730336830885 -1.972289123598475 -3.37436683336416 0.3047245454849741 40.0 0.0 0.0 2.19419084818829 -8.562426790222382
0.5470712018616009 55.81008316550101 0.5050699263011758 2.7171025698655003 -2.2934544150838025 2.1528868793440847 -1.9513760200855703 -3.8600207320696134 0.3314713280055151 40.0 0.0 0.0 3.589553421574374 -8.562426790222382
0.09430098412374456 55.81985650650395 0.598269520176779 2.338660937457658 -3.316420587014131 2.1754878251107876 -2.1691473519113016 -3.358018063112704 0.3041464876455537 40.0 0.0 0.0 3.862487120985284 -8.562426790222382
0.70133772030276 56.04783119216006 0.5410256602229213 2.2145776836416955 -3.773407019121242 2.0948554799482126 -2.3017083635976183 -2.445318564852652 0.32016190717496423 40.0 0.0 0.0 3.9288039722521377 -8.562426790222382
0.45668864240223206 55.319674382726106 0.42311983939510345 1.7596143188626927 -0.18717605812019933 2.1420418036584876 -1.5458840860607284 -4.871810946374333 0.3172738324155208 40.0 0.0 0.0 4.069792615191972 -8.562426790222382
0.14718647615586194 55.83207269159204 0.5525883595713486 1.6732116339966407 -4.273307565054365 2.126169138339033 -2.365124508181501 -2.352077012887955 0.34796419945794965 40.0 0.0 0.0 4.124767042238768 -8.562426790222382
0.2259189867220366 55.071595676357774 0.5355223649094283 1.7752785560056834 -0.08365196744281711 2.064952588036445 -1.48112603461845 -4.713700480736656 0.3149793388314818 40.0 0.0 0.0 4.436785235263765 -8.562426790222382
0.6830600970380493 56.296523198668986 0.6251360870153055 1.2906717243046335 -4.686176282840696 2.11621320364434 -2.562891191265294 -2.1349494786076173 0.3062224413883699 40.0 0.0 0.0 4.4396867384058165 -8.562426790222382
0.6032611311282773 55.63698630177261 0.34853055212924683 3.1532165350839425 0.8152744143910491 2.1084598372470933 -1.475811290109506 -5.448958785813084 0.3052254846977473 40.0 0.0 0.0 4.485747343254829 -8.562426790222382
0.8044325945967913 55.51523138263673 0.5901119833059862 2.4531592380881366 -0.56310252392782 2.081500725369566 -1.6645154940444566 -4.475089573661137 0.32581249815072105 40.0 0.0 0.0 4.48863056814201 -8.562426790222382
0.5796740480816944 55.79837820178896 0.41647047277304367 2.8486580659612892 -1.2500293663823268 2.09529915695555 -1.7906325944429127 -4.277857596877599 0.3152520349107544 40.0 0.0 0.0 4.588126836052747 -8.562426790222382
0.10745684365766511 56.07774672727258 0.5893005697330708 1.6122139526422457 -5.379324461625411 2.099194232649563 -2.500089088933416 -1.8229913427452171 0.31745486442110854 40.0 0.0 0.0 4.628353136463511 -8.562426790222382
0.6191136722300079 55.51529895839386 0.594798482362408 1.677107831498048 -1.4228010589789735 2.0785868300083723 -1.7189510555712637 -4.011799284429223 0.3235756384079785 40.0 0.0 0.0 4.700964388086643 -8.562426790222382
0.30444682072936763 55.95963672195079 0.425550071121158 2.631886108702485 -4.117647185242428 2.153618484192922 -2.373720849804794 -2.5853842205091047 0.3124155388720701 40.0 0.0 0.0 4.932404889562425 -8.562426790222382
0.28291202212643224 55.006654584237815 0.5690066309961525 2.7169515572914182 -0.20120892640204602 2.080393218620717 -1.3560908440266655 -4.73851279895583 0.31809245718659473 40.0 0.0 0.0 5.107932238345342 -8.562426790222382
0.7041370782374489 56.51782886693644 0.404791652319787 2.78383098067737 -4.023386955778303 2.0830339544702965 -2.353699472201665 -2.5301975106718135 0.32020794644713807 40.0 0.0 0.0 5.238542477759296 -8.562426790222382
0.35041949960180735 55.35567867530804 0.614190601364239 1.0376759775836666 -0.7546212055594035 2.119046264875703 -1.673591908477511 -4.624015389848125 0.31220561787015483 40.0 0.0 0.0 5.350058537513011 -8.562426790222382
0.7119023116567129 55.419345592926575 0.4846494237087113 2.4020499041721117 0.051184361516444454 2.149384624595725 -1.406540917383122 -5.053660195594163 0.3063270999321993 40.0 0.0 0.0 5.461438336062499 -8.562426790222382
0.2507147678005654 56.11055307510159 0.44653609468793193 2.367315310917278 -5.814339005690531 2.1322288053875535 -2.581607128566597 -1.4872732860168938 0.31416851136140245 40.0 0.0 0.0 5.5280310607691305 -8.562426790222382
0.07583993825656937 55.93173208814294 0.5457661115948914 0.8673719914139728 -4.324030374004099 2.117832933216131 -2.2777075912908664 -2.6108376100567208 0.305680667019945 40.0 0.0 0.0 5.604443083787229 -8.562426790222382
0.43712661494527333 55.00403464655844 0.5183986942192281 2.8204848368431215 -0.2542362633948754 2.0748094498417884 -1.4141927556278646 -4.42707998073786 0.316556343268312 40.0 0.0 0.0 5.7334745803033265 -8.562426790222382
0.17311742880586675 55.908295808280045 0.2928851221025029 2.5249246685795543 -4.265703669000356 2.1111907489609667 -2.3640844637749736 -2.2712921587659967 0.3286374469321946 40.0 0.0 0.0 5.792243101416411 -8.562426790222382
0.3177376769428454 55.368104588794964 0.3110125188322751 1.8765882799566471 -1.0494580056362857 2.094723724069748 -1.5956955086398432 -4.266993931201947 0.33230411327834314 40.0 0.0 0.0 5.795978483248101 -8.562426790222382
0.2702658000289496 56.06888320194649 0.48309057779140235 1.444726967679323 -4.5869788486101575 2.1833954045785378 -2.4241820118271904 -2.451608817833746 0.3026798515365894 40.0 0.0 0.0 5.820555287053358 -8.562426790222382
0.3444656873542614 55.76379242470183 0.5757511778898828 1.9926230791077288 -4.49160693532245 2.0851801990337804 -2.329972154139188 -1.9500620475082098 0.30883451663864125 40.0 0.0 0.0 5.838841201389353 -8.562426790222382
0.40371760497835646 55.831091943297636 0.5136503332195868 2.3518866320490064 -3.653152346021833 2.119754542803833 -2.17977156357593 -2.866998891302001 0.314052615145228 40.0 0.0 0.0 5.935634907742575 -8.562426790222382
0.6216951376309661 56.45288555841197 0.45267368083806314 3.1108662710443302 -5.657927789477305 2.1130184971933668 -2.5686212903102543 -1.5384030428360482 0.33499913279641486 40.0 0.0 0.0 5.9490104174636915 -8.562426790222382
0.6588357360536036 56.474941094012465 0.4191537438622098 2.9034360067592746 -4.061793336193359 2.154471744118867 -2.306578526804147 -2.795244443261093 0.3074880365523312 40.0 0.0 0.0 6.01318088439861 -8.562426790222382
0.825720763742515 55.19240315260003 0.5738975040649257 2.4640161302840773 0.5669384227522993 2.070697237522002 -1.1814557583597383 -5.160583281985652 0.3209400177385678 40.0 0.0 0.0 6.16560620840332 -8.562426790222382
0.5213144036337226 55.4971894607595 0.6087041654473052 1.8649237211975345 -2.6057567927207774 2.0778761099821383 -1.8780558671008176 -3.180591333523452 0.32297401978562085 40.0 0.0 0.0 6.218928234760034 -8.562426790222382
0.33173838007790885 56.49463233534642 0.266280745739768 3.349774997481917 -5.71469246041953 2.0883359678657305 -2.6462081188993998 -1.5444872315216411 0.3188691701795986 40.0 0.0 0.0 6.3417988444982445 -8.562426790222382
0.2300258293898274 56.100594878230574 0.5701484126283688 2.052987489032596 -5.086500677024678 2.1280502991344123 -2.5194160638256005 -1.9614828329667136 0.30473329201795346 40.0 0.0 0.0 6.358715081555747 -8.562426790222382
0.09973183001993048 55.09175967905754 0.41403731995626014 2.189998438979297 -0.5768966188193687 2.073507558419151 -1.4889600753575802 -4.561980706367937 0.31286019646340696 40.0 0.0 0.0 6.418345558852728 -8.562426790222382
0.2508580402897542 56.093467065221716 0.6220907466182339 0.6657132589274184 -5.119345053535425 2.1147201619458538 -2.567369742895 -1.8585109961186461 0.3158538952309131 40.0 0.0 0.0 6.423937041967332 -8.562426790222382
0.26274736721088476 56.05937642810122 0.5341874718265852 1.9305695133673444 -4.693571704275049 2.1253977814127216 -2.49643395741038 -2.241603398799711 0.3314232213634703 40.0 0.0 0.0 6.442362252393755 -8.562426790222382
0.9564787914656593 56.12738395981408 0.5033584969871634 2.1127621375987156 -1.247037251026038 2.103534916683756 -1.7001947259894132 -4.359374620174283 0.3304625825164805 40.0 0.0 0.0 6.443059526700678 -8.562426790222382
0.08698692887859223 55.6914518766895 0.466041570306355 1.9511544803827916 -3.240336836994837 2.1134880271287786 -2.087675943946558 -3.086127943930782 0.31850560752557494 40.0 0.0 0.0 6.493403551565247 -8.562426790222382
0.03598137555470752 55.654718611065135 0.30859944655415283 2.994143655315582 -3.3861338318685648 2.0644841678362824 -2.041473088631777 -2.877807596499804 0.316780684966748 40.0 0.0 0.0 6.50005052001197 -8.562426790222382
0.2682187177078866 55.8688818238447 0.39996716209593414 1.69643693793734 -3.77285172005042 2.1082153399835075 -2.3544911761648186 -2.6268462398146193 0.31318485866121604 40.0 0.0 0.0 6.572468995323022 -8.562426790222382
0.06620625334296798 56.09035779210916 0.5451680249761841 1.1103084787261628 -5.878138916735772 2.1340577731325965 -2.641127396930404 -1.3061777159983565 0.30361546995470434 40.0 0.0 0.0 6.578119302369375 -8.562426790222382
0.5267600354089247 55.49105945005202 0.5853801590860719 1.7333110071609625 -2.0157732597537845 2.102686214399872 -1.7687384870097116 -3.7241725564309105 0.31219846568162873 40.0 0.0 0.0 6.594611876882057 -8.562426790222382
