    0.144615433451288772E+00    0.544155396832048055E+02    0.131108993045121858E+00    0.328658465851117176E+01   -0.164289664752979903E+01    0.250266426274249820E+01   -0.213050277902321916E+01   -0.396925864086962132E+01    0.755690428497597537E+02
    0.143929192242808285E+00    0.543003887413874011E+02    0.141440746358885372E+00    0.314772379400359936E+01   -0.162093595145316627E+01    0.248777750953910504E+01   -0.213017100957667527E+01   -0.388341128459284057E+01    0.757371063278609995E+02
    0.199924590819959724E+00    0.543464565980091905E+02    0.150184420628116322E+00    0.291017056144794362E+01   -0.938036414663091733E+00    0.251026621472243949E+01   -0.195124341428217107E+01   -0.437825655897868149E+01    0.767349910583682799E+02
    0.166578912324507278E+00    0.543240534811717239E+02    0.137316113622277913E+00    0.246349896000331592E+01   -0.144426148731826309E+01    0.249311068738876296E+01   -0.205088326820160827E+01   -0.401366685302944948E+01    0.770254137330646103E+02
    0.174047565460674125E+00    0.542953614993786928E+02    0.144378655243358966E+00    0.227679303005356237E+01   -0.128467237558679859E+01    0.248624327865169858E+01   -0.204123520647684309E+01   -0.409309078113748193E+01    0.770453691589551255E+02
    0.162052204429976726E+00    0.544223652281903156E+02    0.137310091312083715E+00    0.277700244234590254E+01   -0.138815973627045164E+01    0.249880809523539460E+01   -0.212715814717528584E+01   -0.408577471230662326E+01    0.770620248983736644E+02
    0.141891666164993629E+00    0.544482497857636787E+02    0.128598253487995862E+00    0.275594651519456679E+01   -0.169734729412428109E+01    0.249384548124066496E+01   -0.219830736469529642E+01   -0.390121353068965160E+01    0.775812572624169263E+02
    0.191276743064233756E+00    0.543737786106582135E+02    0.143549691450294364E+00    0.268666661528169604E+01   -0.102329951439351419E+01    0.249968257373667102E+01   -0.199241570160404091E+01   -0.432767666112166705E+01    0.778112491925323155E+02
    0.163846859261085137E+00    0.544087142867291575E+02    0.141605623024059768E+00    0.317402884995425305E+01   -0.130780879261209382E+01    0.250655416788319974E+01   -0.206891777170278646E+01   -0.420233481557069588E+01    0.779821440273708504E+02
    0.185911098270350267E+00    0.542785308346771629E+02    0.145108194830789794E+00    0.263656573234192892E+01   -0.118589010770499392E+01    0.250277092351925701E+01   -0.194542352619771330E+01   -0.419577945843424160E+01    0.782978384208472704E+02
    0.199394065549086119E+00    0.544351230604788228E+02    0.152566096900902087E+00    0.253618895487383700E+01   -0.783679677821334408E+00    0.250234071478897535E+01   -0.202179720702332633E+01   -0.450779745928724385E+01    0.784100945620779157E+02
    0.163661990048349720E+00    0.544229799243091890E+02    0.128021175369674223E+00    0.255670769406071940E+01   -0.146083325233871975E+01    0.249531063112340767E+01   -0.207956582092329434E+01   -0.406426957280051937E+01    0.784165642933022582E+02
    0.171574891673255875E+00    0.544743701265458071E+02    0.131905331013622062E+00    0.243668485402829305E+01   -0.130630896630444759E+01    0.250596379254927326E+01   -0.207909165845514998E+01   -0.419096455292236048E+01    0.784230044987978516E+02
    0.174835505011053438E+00    0.544988875180373071E+02    0.132593169594592220E+00    0.281575521177561594E+01   -0.118315852456596815E+01    0.250935238756244594E+01   -0.205509393920564642E+01   -0.431098305905973156E+01    0.784704710561224061E+02
    0.196898858597954668E+00    0.544570013543231681E+02    0.146756244268737041E+00    0.266952980735856205E+01   -0.861204092819333411E+00    0.250852744037030462E+01   -0.201670038142307639E+01   -0.448320680517213965E+01    0.788798630132092882E+02
    0.180975739817353126E+00    0.544634119940309915E+02    0.139125986838286586E+00    0.219574561354167619E+01   -0.111060321529102701E+01    0.249957598989116336E+01   -0.207594524084709153E+01   -0.428975981025097575E+01    0.789412056071166006E+02
    0.184584935644713066E+00    0.544162443871923287E+02    0.143779857869379357E+00    0.227693902874931187E+01   -0.109790083362499136E+01    0.251351669377249287E+01   -0.199578909127033732E+01   -0.435968445938178917E+01    0.789433095322829956E+02
    0.167080593058164140E+00    0.543450446388141799E+02    0.143222806961650989E+00    0.303224548727356336E+01   -0.131854018326654732E+01    0.249635606624712958E+01   -0.205391497595590256E+01   -0.413510081718109568E+01    0.790567042184336373E+02
    0.144920533829052151E+00    0.544487083902747173E+02    0.131053490152572227E+00    0.310004957192709840E+01   -0.162655978889554742E+01    0.250095293715802436E+01   -0.216639008683498879E+01   -0.398306141860756302E+01    0.790699556310736682E+02
    0.165845441654447590E+00    0.544350984818873727E+02    0.143456366990394768E+00    0.210898113702212919E+01   -0.128351938231218909E+01    0.250093529831753170E+01   -0.210708487036755887E+01   -0.420218581485598275E+01    0.790926814009149552E+02
    0.171613215439897798E+00    0.542919564048997785E+02    0.143978035923694597E+00    0.308753056926787917E+01   -0.134027964966954460E+01    0.250109209743065142E+01   -0.201245609407251269E+01   -0.409414320729612413E+01    0.791068690016547578E+02
    0.166132995563307573E+00    0.544369441322210932E+02    0.132787056673402432E+00    0.268779502375075285E+01   -0.133934415932610662E+01    0.249154927452236530E+01   -0.211451607610153669E+01   -0.412125743807735034E+01    0.791185547592690739E+02
    0.188829760032987792E+00    0.543617190842046227E+02    0.144592272199041444E+00    0.273544798816930657E+01   -0.107367507666139872E+01    0.250152420422290689E+01   -0.200834540789219318E+01   -0.427252088682607400E+01    0.791211777642472782E+02
    0.192732359676205944E+00    0.543355460991671393E+02    0.144474097032181226E+00    0.245110436841008861E+01   -0.107005318040231678E+01    0.250653358386658942E+01   -0.194614689453482326E+01   -0.429912550207293087E+01    0.791943319827946652E+02
    0.202355957910881873E+00    0.543085647903521149E+02    0.154668488639592344E+00    0.237936778304202345E+01   -0.892279817584578083E+00    0.250633329135408056E+01   -0.193628093031035409E+01   -0.439332263180487725E+01    0.792159210893893828E+02
    0.183022865695795872E+00    0.544377825458238362E+02    0.143059624336381641E+00    0.252817273469855808E+01   -0.109286879417238225E+01    0.250004545907854014E+01   -0.207939323856057712E+01   -0.428535690673217573E+01    0.792585602951344441E+02
