inclination_EM log10_E0 thetaCore alphaWing log10_n0 p log10_epsilon_e log10_epsilon_B sys_err luminosity_distance redshift timeshift log_likelihood log_prior
0.29327059689200324 50.61674433272625 0.0627219971247168 1.499767386260715 1.4326780215653123 2.166903410509724 -3.2352877674826086 -5.5475956562344635 0.307467270189935 40.0 0.0 0.0 -0.5974759608230614 -8.561478473413523
0.29499284575023677 50.34719734827751 0.05859012085120186 1.619802363386477 1.0862052690826438 2.19581930872891 -3.5930263410065546 -4.039466547374078 0.3141282488638561 40.0 0.0 0.0 -0.16695486942451798 -8.561478473413523
0.3196426164909847 50.26581642231851 0.06593548462980307 1.6911103972309793 1.156431749711956 2.2287111526741525 -3.081773044605373 -4.762592821148299 0.3153676709002978 40.0 0.0 0.0 -0.07367012864837963 -8.561478473413523
0.28932709456039646 50.13615179016603 0.15130774765132005 0.6063011200734851 1.2210277352399874 2.2078590415092103 -3.375089870843272 -4.805318814310141 0.30721016309283483 40.0 0.0 0.0 0.12664792217269139 -8.561478473413523
0.2723102989113196 50.72144462827282 0.15427269670719124 0.4227686963887056 1.891165440218595 2.178252627008668 -3.7928040281236117 -5.370879435783822 0.3021089650100854 40.0 0.0 0.0 0.4063186126575098 -8.561478473413523
0.2777891574416033 50.03796919688184 0.04141567761477909 2.199558525303248 0.3167599646751338 2.1780504813955766 -3.328058603433047 -3.223640615870014 0.3215809699044918 40.0 0.0 0.0 0.5297836753887646 -8.561478473413523
0.2832446800736584 51.09435995214077 0.04855327677812303 2.1274738982523784 1.4027101261754753 2.1850585751878335 -3.3872866672253545 -5.837896433959461 0.3217606663329784 40.0 0.0 0.0 0.7574994038020461 -8.561478473413523
0.3156260832787725 50.59096428959766 0.09645322036775926 1.1562697611090154 1.7096609725016183 2.199657517550912 -3.06849907728397 -6.238409946201626 0.31584676693708214 40.0 0.0 0.0 0.8944751628087788 -8.561478473413523
0.3163010820528413 51.12472666621811 0.0704252566655587 1.6701208208003886 1.8980793542020322 2.2096273946225065 -3.071965750109539 -6.867800482362877 0.3258340089274228 40.0 0.0 0.0 0.9290900537017511 -8.561478473413523
0.2790009074950964 50.894763189215425 0.1302824814652628 0.6567236138233936 1.9198634704750521 2.183908696143601 -3.687911050566589 -6.008336276705333 0.30647927926192003 40.0 0.0 0.0 1.2056668487745132 -8.561478473413523
0.2820487365943721 51.47750585403528 0.049548209707156086 1.8875242043608507 1.9239203404889702 2.212817614121115 -2.9740000931161887 -7.268756132960174 0.3072306209027423 40.0 0.0 0.0 1.2906990921414814 -8.561478473413523
0.28627185538592687 50.96262701688874 0.04894014174637038 1.9606303332642958 1.4534864924175146 2.197254154610387 -3.731388834996054 -4.992994701928492 0.3443451180691226 40.0 0.0 0.0 1.4506957651571815 -8.561478473413523
0.298475249224617 51.09745192974314 0.06940754524594302 1.4443718951853013 1.841271607943268 2.213840353062655 -2.760068915446624 -7.203869083354467 0.3040165341064596 40.0 0.0 0.0 1.781440984243167 -8.561478473413523
0.28563653161386543 50.71934982728433 0.053941884664864055 1.8915631799029602 1.1366219584405615 2.1974236411474637 -3.4149748171039773 -5.049665002223614 0.33209469738235786 40.0 0.0 0.0 1.9199716100315225 -8.561478473413523
0.3200923956487117 49.850489996046164 0.11333266532366731 0.9719395870184913 1.0950121897154972 2.206969328203943 -3.3643531606079025 -4.246241827451551 0.30259704010603977 40.0 0.0 0.0 2.1396724882432485 -8.561478473413523
0.29587122016672407 51.32768929898411 0.046401790452536486 2.061850114851301 1.8773854805686057 2.1731073599495625 -2.855435924145779 -7.168865078065975 0.3107471288991455 40.0 0.0 0.0 2.259515514339313 -8.561478473413523
0.3161711084051942 50.62865682556172 0.09436587311508149 1.1376196528690583 1.7895934123758046 2.2117440655905485 -3.2463110282832996 -5.93200877983176 0.31203437752632524 40.0 0.0 0.0 2.3399664297433596 -8.561478473413523
0.2923890480769618 50.73964610506027 0.042307318223049145 2.284378934791056 1.1333538928172233 2.20520290643197 -2.8039523094061423 -5.5889677472846815 0.3401860718491234 40.0 0.0 0.0 2.4260270729724676 -8.561478473413523
0.3028929934920613 50.56827586385967 0.0936416249076025 1.0318287071232857 1.6212192371729852 2.2153572569900915 -3.7197170062610305 -4.930926210418804 0.3400413272716972 40.0 0.0 0.0 2.4384671782368814 -8.561478473413523
0.29082790652675233 51.56830076387678 0.03791968771787105 2.4833576792333782 1.9375131363803817 2.166719370057419 -3.0911917456734264 -7.0120235387714835 0.31117651118005735 40.0 0.0 0.0 2.5702541065053213 -8.561478473413523
0.27431524980064087 51.16132578565251 0.03959921771773243 2.271921047771116 1.369219964796029 2.194025558218823 -3.7773732743055426 -4.987249700388256 0.33224634690596294 40.0 0.0 0.0 2.6622479938861114 -8.561478473413523
0.31252647629405894 51.15704788481537 0.042178904291528485 2.3998475055358535 1.736584529233208 2.202253837624552 -3.084612150050085 -6.195207532479546 0.33165376917399236 40.0 0.0 0.0 2.7246306699997023 -8.561478473413523
0.2814326415684199 50.46979984546994 0.09871643281334132 0.8868930027660962 1.3680291603288541 2.190209165090027 -3.6846233889286215 -4.846814176889261 0.311808719314441 40.0 0.0 0.0 2.7373146066187815 -8.561478473413523
