inclination_EM log10_E0 thetaCore alphaWing log10_n0 p log10_epsilon_e log10_epsilon_B sys_err luminosity_distance redshift timeshift log_likelihood log_prior
1.0250652850944029 55.97525002332405 0.41989250275723267 0.47364486744135587 -0.616178080916896 2.989522591477181 -0.07665512795241325 -4.0525190858091396 0.3320778496596439 40.0 0.0 0.0 2.5087785319411435 -8.562426790222382
1.4928605351951216 56.49471769474886 0.24557423605705958 2.1407879872383293 -0.3843131593837299 2.6635075386479414 -0.00982488669571735 -4.067619128288807 0.3032582493496074 40.0 0.0 0.0 2.9158442236477136 -8.562426790222382
0.7359832165028749 56.53527312223687 0.10486449254350479 1.5527706243567752 -1.6213593555004362 2.8789150461405426 -0.32385344887398393 -3.424054869817562 0.3484776516218694 40.0 0.0 0.0 2.9553881519779 -8.562426790222382
1.139223312032653 55.54985323960389 0.547781431590534 0.6310056500774441 -1.0324631464643472 2.682120501660107 -0.10967738525148274 -3.539738533911014 0.34054383160909063 40.0 0.0 0.0 3.606068936966406 -8.562426790222382
1.0168824663019718 55.86310900874456 0.3523210288342671 0.7369760127600624 -0.9639621778606227 2.7165597839731346 -0.14624943585709138 -3.6130347218680914 0.3356670960267008 40.0 0.0 0.0 3.9786288615200025 -8.562426790222382
0.9784095263282248 56.47640388331127 0.45656185604767857 0.476487307095222 -0.5477426341464167 2.5519336928358864 -0.20256806030104713 -4.17637126386953 0.3317032377796386 40.0 0.0 0.0 4.099270953754143 -8.562426790222382
1.0474381393793435 56.262574950951816 0.14361762950094156 1.2319965537961355 -0.3692020865305663 2.914249246826237 -0.1411193638432442 -4.1762320066627705 0.34716327358273735 40.0 0.0 0.0 4.117474787419797 -8.562426790222382
1.0282988382415053 55.82988276410166 0.42777761090382654 0.4341652325170129 -0.5642440262910107 2.600708227802144 -0.042153711190416665 -3.9524940343302166 0.31573569342043173 40.0 0.0 0.0 4.631728768470692 -8.562426790222382
0.9463484742349574 55.80851015468055 0.3699647488460137 0.7661620753365455 -1.4643896191805457 2.8374744065007147 -0.27599430164685756 -3.3015932993179176 0.3182982196269537 40.0 0.0 0.0 4.633921051691868 -8.562426790222382
1.0955091830154253 55.97066890173601 0.30111537262592214 0.8660130591496837 -0.657150712956553 2.9481989695956745 -0.15178223101660748 -3.9692350825069243 0.3394215927093962 40.0 0.0 0.0 4.804697978944303 -8.562426790222382
1.1611500092014944 55.82561320526196 0.26051241320946894 1.7800876746194803 -1.5396201215767782 2.3215701009006544 -0.0109429788377442 -3.0355357083628345 0.3187324907083061 40.0 0.0 0.0 4.90891471681759 -8.562426790222382
1.1818365907747095 56.08880587373848 0.5845268185244046 0.8260221996692452 -1.1420352819908537 2.5120181963701484 -0.27188344091250105 -3.5845238380984012 0.30733934519528605 40.0 0.0 0.0 5.122090198834174 -8.562426790222382
1.026549552522468 56.101036793888724 0.5471744074120362 0.43794442964705693 -0.6787516187703453 2.930801308264784 -0.21527543840806285 -4.010523429229543 0.30592212795266305 40.0 0.0 0.0 5.1563625873803005 -8.562426790222382
1.2762240868927435 55.86400371427139 0.40045816007155527 1.223410862077154 -1.015914599090599 2.82303411871716 -0.20333097494818775 -3.5227685503783928 0.3214896382911631 40.0 0.0 0.0 5.245027286844466 -8.562426790222382
1.0031049684199855 56.5516067859938 0.07671313214721188 0.6577076804596675 0.4468316858078678 2.572771060952025 -0.04230478261131765 -4.874639900987938 0.3035054371849953 40.0 0.0 0.0 5.267859447667005 -8.562426790222382
1.3799376657482 56.73861117749242 0.2946210800281693 1.8288074809265717 -0.5452493143457264 2.979818149215316 -0.10403400423251519 -4.070910901259877 0.30346286329793964 40.0 0.0 0.0 5.2880671510119726 -8.562426790222382
0.9981189774894705 55.46036236084783 0.14904598956634513 1.2912779186632182 -1.0831909767421521 2.7527299797600078 -0.03103469304563511 -3.2548031437810963 0.3399904448227743 40.0 0.0 0.0 5.324897892950667 -8.562426790222382
1.1824193286898623 56.26502182665898 0.2557457552406363 1.6597312403713709 -1.0363385136215335 2.880139066459675 -0.18531229516970393 -3.6893505300746376 0.33634415098657083 40.0 0.0 0.0 5.330780171783464 -8.562426790222382
1.0364397386537207 55.847126786101114 0.29912444738944316 1.8311059293205312 -2.70613531164635 2.5126416236625024 -0.21360905550488818 -2.2999974209051466 0.3121422717383931 40.0 0.0 0.0 5.354980336273414 -8.562426790222382
1.1068322791378922 56.18619550769062 0.2109335412093879 0.8910760908581241 -0.1424668401010969 2.496367680412483 -0.1016237185595168 -4.271609258446183 0.30599408665476413 40.0 0.0 0.0 5.4228778634122285 -8.562426790222382
1.0334947674549944 56.14674008860363 0.3025764211792529 1.5040978308944346 -1.8610706139689883 2.3974333585166114 -0.10089575368534431 -2.9898494088052914 0.30447698824543545 40.0 0.0 0.0 5.472157630176788 -8.562426790222382
1.5118457213370164 56.923354265119116 0.5125228521232283 0.9232079390145416 0.4526560082560289 2.9542567516736393 -0.11165489016509467 -5.151912995648159 0.31910670853691786 40.0 0.0 0.0 5.576542164084116 -8.562426790222382
1.1674534191091308 55.79901981811612 0.2379729180454125 1.6527814326493042 -1.240171301901138 2.790384400544057 -0.06753022664238273 -3.3197188832635716 0.3044552320907726 40.0 0.0 0.0 5.5787295592163275 -8.562426790222382
0.9714133079690638 56.09741849885189 0.13755639099125497 1.5340568285384526 -0.9816858995302233 2.719022236813 -0.12216788257962152 -3.509276781811675 0.31250023761200796 40.0 0.0 0.0 5.622098284011026 -8.562426790222382
0.9555351352319063 55.91421933728301 0.08501253357524813 0.543321285478569 -0.05407094774618759 2.6785512436130086 -0.03822472945908384 -4.132932502189075 0.305905366106688 40.0 0.0 0.0 5.641100743021045 -8.562426790222382
0.8935333150506276 55.54355774420834 0.21664385084487633 1.1073020890860126 -1.6811313195726196 2.7733278460140616 -0.20134775875035604 -2.972981230045301 0.3392193592646318 40.0 0.0 0.0 5.666427080591037 -8.562426790222382
1.4430822467818996 56.47107293264802 0.48336397402728526 1.048867681829918 -0.09629396835723458 2.559505835081831 -0.16237530074297135 -4.506675091606535 0.3223168018936637 40.0 0.0 0.0 5.7574736451549295 -8.562426790222382
0.9036383716036069 55.900735412449265 0.4590412806069031 0.5873179294060467 -1.4864750299810439 2.8190476435262446 -0.29246532172559325 -3.4319724220857317 0.3059217816984092 40.0 0.0 0.0 5.799257497849849 -8.562426790222382
0.8641726821789106 56.17208022255535 0.19732136564543354 0.8380246634952979 -0.9961523446054157 2.609133038559158 -0.17922701474988312 -3.7799360828874047 0.33472903310305796 40.0 0.0 0.0 5.803723273719822 -8.562426790222382
1.3236350981123224 56.90844975205316 0.3428274444465727 1.4871837116035114 -0.37407403184358756 2.538556013391733 -0.1257775832973076 -4.3496479107489305 0.3034295010661527 40.0 0.0 0.0 5.818553471965206 -8.562426790222382
1.4118970484963984 56.19606179168849 0.3696721953575232 0.6829262078942464 0.46436044862980275 2.9706550279316546 -0.06065961098964445 -4.803250887983212 0.32415168165655583 40.0 0.0 0.0 5.926578052862021 -8.562426790222382
1.486283589022693 56.827971134738945 0.33244310237062197 2.288588323687965 -1.1600112034891463 2.697514448550387 -0.16631137992385048 -3.6604305588620285 0.3159463400827121 40.0 0.0 0.0 5.928908843148552 -8.562426790222382
1.2591963907034331 56.51340239913433 0.3876518683325063 0.6859834525251607 0.23657313331739172 2.621995767517518 -0.14294331329959364 -4.7782225805543765 0.332516960769807 40.0 0.0 0.0 6.063471603418964 -8.562426790222382
1.2787388185080475 56.496656989800975 0.14052117191286687 1.6574134096395796 0.17529283034839338 2.8489080427609874 -0.015862407319676475 -4.575768864700353 0.3385770108080253 40.0 0.0 0.0 6.067227521736076 -8.562426790222382
1.0069984968870165 56.79985912505042 0.21956293323075837 0.3327106356263111 0.45201980582762946 2.4708016264803554 -0.08480666369689782 -5.076470970146139 0.30569224934252737 40.0 0.0 0.0 6.102711492012293 -8.562426790222382
1.398257581851303 56.62393648317673 0.37665364999774764 1.308737884206538 -0.13101569905337485 2.3401557673039597 -0.08815559755044955 -4.445432219779911 0.30120661831614454 40.0 0.0 0.0 6.116782452502205 -8.562426790222382
1.3768365850844553 56.72330928381987 0.23815115413912588 2.601384336444597 -1.2610085712208132 2.865587123212988 -0.13691818966483726 -3.4231665784327667 0.30699019485158624 40.0 0.0 0.0 6.133068160608698 -8.562426790222382
1.4455681738492452 55.46974899009125 0.36313849429909384 1.7168573209391975 -1.323379313227134 2.8919701681552716 -0.03914192012222362 -3.012737542709581 0.31009819918518894 40.0 0.0 0.0 6.155554530605306 -8.562426790222382
1.5347751339511615 56.05811478059329 0.30306670107127615 1.5591245647918046 -0.09069612540955863 2.7634879896021394 -0.07767624893191627 -4.183854620070282 0.31469306968607513 40.0 0.0 0.0 6.181521044781168 -8.562426790222382
0.8464204555979031 56.69772977493559 0.32857586216044427 0.2812884294021753 -0.35287724921398667 2.9702664444656133 -0.23981628063337235 -4.440041228766629 0.30577833301096546 40.0 0.0 0.0 6.21140091477179 -8.562426790222382
1.2048055968825007 54.92185139116752 0.5367800422185769 0.996057491545242 -2.010280340691243 2.875969563016448 -0.08621526917888511 -2.445403963122356 0.3234837114991956 40.0 0.0 0.0 6.215240822772259 -8.562426790222382
