inclination_EM log10_E0 thetaCore alphaWing log10_n0 p log10_epsilon_e log10_epsilon_B luminosity_distance redshift timeshift log_likelihood log_prior
0.17872228495996612 54.97364514886158 0.11690458335124954 1.523092546468205 -0.6666302156050818 2.510771035047825 -1.9938514593180012 -5.219409912320234 40.0 0.0 0.0 -37.92806767063625 -8.920050951128449
0.08217146497081348 53.800770881121714 0.6029775735500459 1.0904975177502274 1.1285357720440263 2.587342925264795 -1.5547532629117047 -5.620189993223524 40.0 0.0 0.0 -36.194362285321645 -8.920050951128449
0.10978787474610996 55.01743095541177 0.2875952146830955 0.40243805729651505 -1.4797607005086704 2.4816322116362777 -2.5433299980596553 -4.435853072171462 40.0 0.0 0.0 -35.95357122258964 -8.920050951128449
0.30613420367352784 54.53111532697229 0.4624805563811725 2.1761271050118114 1.8865840170684933 2.62085345998303 -0.9790538289640196 -7.989037611006113 40.0 0.0 0.0 -35.04171929749788 -8.920050951128449
0.04533770047117901 54.8732311058402 0.18063030720857398 3.291754664430672 -1.5152780921916564 2.5645434966140015 -2.0421392482426963 -5.189457638639894 40.0 0.0 0.0 -34.86568454585169 -8.920050951128449
0.213799841906325 54.404816191144576 0.4820206233871624 2.4265173866847567 1.5389490602565 2.6145645416157146 -1.1442287748308821 -7.543193578732936 40.0 0.0 0.0 -34.637679963674934 -8.920050951128449
0.19902079689606353 54.77762352192138 0.13106816668810464 2.9028908026239777 -0.6338616305371394 2.556732320672387 -1.5370928950554266 -5.709004566307734 40.0 0.0 0.0 -34.57129467706194 -8.920050951128449
0.046100601117878524 55.791755209869365 0.10291511681931792 3.221026495443699 -1.9914371671250777 2.5330613811503113 -2.149978783493375 -6.336994619981767 40.0 0.0 0.0 -34.33769907675895 -8.920050951128449
0.009622851521347323 55.07637197263077 0.20624008983767264 3.3020753403526157 -0.4913763511131206 2.5065052073123155 -1.8216172569380134 -6.556898858940864 40.0 0.0 0.0 -34.316991900064636 -8.920050951128449
0.053686096685574676 54.41941623507613 0.36740767167344246 2.5013259494037863 0.5901243027242309 2.593859267000499 -1.6835734144805903 -6.1049632587757285 40.0 0.0 0.0 -34.23507657892775 -8.920050951128449
0.40764256496766993 54.67283899675002 0.25816276553876344 1.9721471494260394 1.9014581063056841 2.536857456266879 -1.5355763737216597 -6.930955478962206 40.0 0.0 0.0 -34.19095626013504 -8.920050951128449
0.02143477908675689 54.688917113954055 0.2949778617698321 2.8144885751897473 0.5227019236384569 2.5068221867366294 -1.3455773578476853 -7.418700261817159 40.0 0.0 0.0 -34.1390574013747 -8.920050951128449
0.08760853423310509 54.027886212548296 0.41717011665640413 0.942186782775843 -0.7063784315488064 2.6059877071365323 -1.7376065497178415 -4.8649476528003035 40.0 0.0 0.0 -34.11730008749623 -8.920050951128449
0.0016002866079139018 54.789323487800054 0.26860578176052347 1.629725251083952 -0.04410117164500704 2.5288566340062744 -1.9199443454354612 -6.2601319243588875 40.0 0.0 0.0 -34.033375753384675 -8.920050951128449
0.23576144290473372 55.164798341394274 0.22340466343962181 3.2704962463998233 0.25688317553613693 2.5892424234933777 -1.56706598592596 -7.094762811796054 40.0 0.0 0.0 -34.02434554935362 -8.920050951128449
0.2573415914242906 54.73561963433946 0.20815609439236205 2.5495049940998937 -0.015127342124821475 2.574740474561428 -2.0236684821700006 -5.381401317844339 40.0 0.0 0.0 -33.9984225268076 -8.920050951128449
0.06722115478402688 54.523688393266866 0.10214857792267058 1.0412156299344135 -3.3022561150994534 2.4660385838022516 -2.3081631765017177 -3.2723117905092955 40.0 0.0 0.0 -33.98918751659588 -8.920050951128449
0.19323694777636483 55.169526116792284 0.22592110101058208 2.6267790265505524 0.1758982967126732 2.533779035542192 -1.3667545545556639 -7.723277199040172 40.0 0.0 0.0 -33.859516607233104 -8.920050951128449
0.2717898813682617 54.98229306075765 0.17902710840327274 3.3997437965140995 0.5593793686249606 2.523154747968589 -1.9215497460339321 -6.2035106308358055 40.0 0.0 0.0 -33.6814787662232 -8.920050951128449
0.03576665747641797 54.978935253434074 0.3309422385092461 2.6543844836442068 0.885127059293616 2.5317169429087336 -1.4159739760306547 -7.957962857068775 40.0 0.0 0.0 -33.59440184727576 -8.920050951128449
0.2902958463497291 54.51014519732304 0.4533045202515682 2.184120842404717 1.9096614045092029 2.5705399389259553 -1.0381505723163627 -7.968887617073185 40.0 0.0 0.0 -33.50789143881459 -8.920050951128449
0.358305636655483 54.74893138884075 0.29843309139044366 2.9329914443890903 1.7077126209311029 2.6078466404443246 -1.081611014187878 -7.787529083835752 40.0 0.0 0.0 -33.493152425993316 -8.920050951128449
0.19139488928940004 54.770084862219946 0.30886866307218425 1.2129307417896675 0.5740876078729151 2.588543115495833 -1.2590815929184673 -7.246318562023493 40.0 0.0 0.0 -33.390266387230426 -8.920050951128449
0.10439643279374544 54.35449473209306 0.22892745965930977 1.912610950475614 -0.5719907319893665 2.5236231669714493 -2.1866664613113134 -4.589693419898593 40.0 0.0 0.0 -33.38674077388573 -8.920050951128449
0.11771373685382407 55.05694181030182 0.11147736682322004 2.177548482747714 -1.645758311786989 2.572944662304034 -1.8068207063794297 -5.394790116068227 40.0 0.0 0.0 -33.3854326363782 -8.920050951128449
0.264494951854547 54.96326003575125 0.19640708998352824 2.2566945325324475 0.7853953378276577 2.545713998337613 -1.1975435191724912 -7.571307312729585 40.0 0.0 0.0 -33.373275010833886 -8.920050951128449
0.006340671876316706 54.2515623353263 0.22804795608362094 1.6421132167307206 -1.2165425682632387 2.523743027320832 -2.1706405576273076 -4.102670291996476 40.0 0.0 0.0 -33.355798474788344 -8.920050951128449
0.018873113271671165 53.88342786209603 0.31911490711130647 2.4847769491749885 -0.6181182299699648 2.5864417324657785 -1.625239766748793 -4.779820597342837 40.0 0.0 0.0 -33.30526296303525 -8.920050951128449
0.23727970310032634 55.40624055233974 0.2082393969894977 1.680250818443667 0.4504174651920838 2.6149435642479935 -1.2624052807202792 -7.949913263527618 40.0 0.0 0.0 -33.29013292567574 -8.920050951128449
0.2330404609557304 54.21768539853825 0.329443160951913 1.4445932048680352 0.4864487723150779 2.5352509974195785 -1.4856706162491098 -6.198446819747294 40.0 0.0 0.0 -33.242052154324114 -8.920050951128449
